waitingTime,routeLength,normalWaiting,fitness,run
0.0,247.93,0.0,delay,2
1.0,614.1,0.0016283992835043153,delay,2
0.0,610.17,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
2.0,614.1,0.0032567985670086306,delay,2
0.0,589.53,0.0,delay,2
0.0,610.17,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,796.16,0.0,delay,2
15.0,614.1,0.024425989252564728,delay,2
27.0,272.5,0.09908256880733946,delay,2
0.0,614.1,0.0,delay,2
0.0,272.5,0.0,delay,2
41.0,272.5,0.15045871559633028,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
4.0,272.5,0.014678899082568808,delay,2
6.0,614.1,0.009770395701025891,delay,2
0.0,272.5,0.0,delay,2
9.0,614.1,0.014655593551538837,delay,2
4.0,614.1,0.006513597134017261,delay,2
3.0,614.1,0.004885197850512946,delay,2
0.0,614.1,0.0,delay,2
24.0,614.1,0.039081582804103565,delay,2
0.0,610.17,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,589.53,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
11.0,614.1,0.017912392118547466,delay,2
3.0,614.1,0.004885197850512946,delay,2
0.0,614.1,0.0,delay,2
0.0,589.53,0.0,delay,2
0.0,614.1,0.0,delay,2
5.0,614.1,0.008141996417521577,delay,2
0.0,610.17,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,971.96,0.0,delay,2
0.0,614.1,0.0,delay,2
37.0,614.1,0.06025077348965966,delay,2
17.0,614.1,0.027682787819573357,delay,2
0.0,589.53,0.0,delay,2
11.0,443.3,0.024813895781637715,delay,2
0.0,247.93,0.0,delay,2
0.0,996.53,0.0,delay,2
37.0,443.3,0.0834649221745996,delay,2
23.0,614.1,0.03745318352059925,delay,2
28.0,614.1,0.045595179938120824,delay,2
0.0,614.1,0.0,delay,2
0.0,992.6,0.0,delay,2
14.0,614.1,0.022797589969060412,delay,2
0.0,614.1,0.0,delay,2
42.0,614.1,0.06839276990718124,delay,2
0.0,1017.17,0.0,delay,2
30.0,614.1,0.048851978505129456,delay,2
0.0,614.1,0.0,delay,2
3.0,1050.6,0.0028555111364934327,delay,2
0.0,247.93,0.0,delay,2
20.0,614.1,0.03256798567008631,delay,2
24.0,614.1,0.039081582804103565,delay,2
18.0,610.17,0.029499975416687155,delay,2
22.0,837.44,0.026270538784868167,delay,2
15.0,1032.6,0.014526438117373622,delay,2
13.0,614.1,0.0211691906855561,delay,2
0.0,1497.6,0.0,delay,2
39.0,443.3,0.0879765395894428,delay,2
0.0,1268.96,0.0,delay,2
0.0,796.16,0.0,delay,2
6.0,841.37,0.007131226452095987,delay,2
1.0,841.37,0.0011885377420159976,delay,2
0.0,971.96,0.0,delay,2
0.0,610.17,0.0,delay,2
0.0,841.37,0.0,delay,2
0.0,899.0,0.0,delay,2
0.0,971.96,0.0,delay,2
0.0,443.3,0.0,delay,2
0.0,589.53,0.0,delay,2
0.0,841.37,0.0,delay,2
0.0,247.93,0.0,delay,2
17.0,841.37,0.020205141614271963,delay,2
0.0,861.8,0.0,delay,2
0.0,841.37,0.0,delay,2
15.0,610.17,0.024583312847239296,delay,2
0.0,589.53,0.0,delay,2
10.0,610.17,0.016388875231492864,delay,2
66.0,614.1,0.1074743527112848,delay,2
34.0,614.1,0.055365575639146715,delay,2
64.0,614.1,0.10421755414427618,delay,2
24.0,614.1,0.039081582804103565,delay,2
26.0,614.1,0.0423383813711122,delay,2
0.0,610.17,0.0,delay,2
36.0,614.1,0.05862237420615535,delay,2
0.0,992.6,0.0,delay,2
33.0,614.1,0.0537371763556424,delay,2
0.0,796.16,0.0,delay,2
0.0,610.17,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,589.53,0.0,delay,2
4.0,1407.6,0.002841716396703609,delay,2
5.0,614.1,0.008141996417521577,delay,2
0.0,1310.24,0.0,delay,2
14.0,614.1,0.022797589969060412,delay,2
10.0,614.1,0.016283992835043153,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,589.53,0.0,delay,2
7.0,614.1,0.011398794984530206,delay,2
0.0,610.17,0.0,delay,2
22.0,614.1,0.03582478423709493,delay,2
22.0,614.1,0.03582478423709493,delay,2
4.0,614.1,0.006513597134017261,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,1362.96,0.0,delay,2
0.0,1268.96,0.0,delay,2
36.0,614.1,0.05862237420615535,delay,2
14.0,614.1,0.022797589969060412,delay,2
0.0,614.1,0.0,delay,2
0.0,589.53,0.0,delay,2
0.0,610.17,0.0,delay,2
47.0,272.5,0.1724770642201835,delay,2
27.0,272.5,0.09908256880733946,delay,2
5.0,614.1,0.008141996417521577,delay,2
46.0,272.5,0.1688073394495413,delay,2
23.0,614.1,0.03745318352059925,delay,2
14.0,614.1,0.022797589969060412,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
22.0,272.5,0.08073394495412844,delay,2
0.0,614.1,0.0,delay,2
0.0,614.1,0.0,delay,2
0.0,610.17,0.0,delay,2
0.0,796.16,0.0,delay,2
0.0,272.5,0.0,delay,2
0.0,1011.96,0.0,delay,2
0.0,1407.6,0.0,delay,2
3.0,1428.24,0.002100487313056629,delay,2
37.0,268.57,0.1377666902483524,delay,2
6.0,1794.53,0.0033434938396126007,delay,2
41.0,614.1,0.06676437062367692,delay,2
0.0,614.1,0.0,delay,2
0.0,272.5,0.0,delay,2
40.0,614.1,0.06513597134017261,delay,2
