waitingTime,routeLength,normalWaiting,fitness,run
0.0,272.5,0.0,normal_delay,1
0.0,247.93,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
3.0,614.1,0.004885197850512946,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,443.3,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,589.53,0.0,normal_delay,1
2.0,610.17,0.0032777750462985727,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,610.17,0.0,normal_delay,1
0.0,796.16,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,610.17,0.0,normal_delay,1
21.0,614.1,0.03419638495359062,normal_delay,1
0.0,614.1,0.0,normal_delay,1
9.0,614.1,0.014655593551538837,normal_delay,1
0.0,589.53,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
3.0,614.1,0.004885197850512946,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
21.0,614.1,0.03419638495359062,normal_delay,1
0.0,589.53,0.0,normal_delay,1
20.0,614.1,0.03256798567008631,normal_delay,1
40.0,272.5,0.14678899082568808,normal_delay,1
0.0,610.17,0.0,normal_delay,1
17.0,272.5,0.062385321100917435,normal_delay,1
12.0,272.5,0.044036697247706424,normal_delay,1
0.0,614.1,0.0,normal_delay,1
6.0,272.5,0.022018348623853212,normal_delay,1
32.0,614.1,0.05210877707213809,normal_delay,1
0.0,614.1,0.0,normal_delay,1
2.0,614.1,0.0032567985670086306,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,272.5,0.0,normal_delay,1
0.0,272.5,0.0,normal_delay,1
15.0,614.1,0.024425989252564728,normal_delay,1
22.0,614.1,0.03582478423709493,normal_delay,1
0.0,971.96,0.0,normal_delay,1
21.0,614.1,0.03419638495359062,normal_delay,1
0.0,247.93,0.0,normal_delay,1
27.0,614.1,0.04396678065461651,normal_delay,1
0.0,1050.6,0.0,normal_delay,1
21.0,614.1,0.03419638495359062,normal_delay,1
15.0,614.1,0.024425989252564728,normal_delay,1
0.0,589.53,0.0,normal_delay,1
5.0,614.1,0.008141996417521577,normal_delay,1
0.0,614.1,0.0,normal_delay,1
42.0,614.1,0.06839276990718124,normal_delay,1
22.0,614.1,0.03582478423709493,normal_delay,1
2.0,614.1,0.0032567985670086306,normal_delay,1
3.0,996.53,0.0030104462484822334,normal_delay,1
26.0,614.1,0.0423383813711122,normal_delay,1
0.0,614.1,0.0,normal_delay,1
1.0,614.1,0.0016283992835043153,normal_delay,1
0.0,268.57,0.0,normal_delay,1
33.0,614.1,0.0537371763556424,normal_delay,1
20.0,614.1,0.03256798567008631,normal_delay,1
0.0,247.93,0.0,normal_delay,1
7.0,614.1,0.011398794984530206,normal_delay,1
15.0,1032.6,0.014526438117373622,normal_delay,1
9.0,992.6,0.009067096514205118,normal_delay,1
0.0,1268.96,0.0,normal_delay,1
20.0,610.17,0.03277775046298573,normal_delay,1
0.0,796.16,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
4.0,1017.17,0.003932479329905522,normal_delay,1
28.0,443.3,0.06316264380780509,normal_delay,1
47.0,614.1,0.07653476632470281,normal_delay,1
54.0,443.3,0.12181367020076697,normal_delay,1
0.0,971.96,0.0,normal_delay,1
0.0,610.17,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,971.96,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,443.3,0.0,normal_delay,1
12.0,841.37,0.014262452904191973,normal_delay,1
11.0,841.37,0.013073915162175974,normal_delay,1
0.0,1069.8,0.0,normal_delay,1
0.0,589.53,0.0,normal_delay,1
9.0,841.37,0.01069683967814398,normal_delay,1
13.0,841.37,0.01545099064620797,normal_delay,1
6.0,841.37,0.007131226452095987,normal_delay,1
0.0,841.37,0.0,normal_delay,1
0.0,861.8,0.0,normal_delay,1
0.0,247.93,0.0,normal_delay,1
0.0,841.37,0.0,normal_delay,1
31.0,837.44,0.03701757737867787,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,589.53,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
5.0,1017.17,0.004915599162381903,normal_delay,1
21.0,610.17,0.034416637986135014,normal_delay,1
0.0,796.16,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
15.0,610.17,0.024583312847239296,normal_delay,1
0.0,589.53,0.0,normal_delay,1
0.0,589.53,0.0,normal_delay,1
4.0,1407.6,0.002841716396703609,normal_delay,1
0.0,610.17,0.0,normal_delay,1
0.0,1362.96,0.0,normal_delay,1
2.0,992.6,0.0020149103364900263,normal_delay,1
0.0,610.17,0.0,normal_delay,1
0.0,1268.96,0.0,normal_delay,1
35.0,614.1,0.056993974922651035,normal_delay,1
15.0,899.0,0.01668520578420467,normal_delay,1
33.0,614.1,0.0537371763556424,normal_delay,1
0.0,610.17,0.0,normal_delay,1
43.0,614.1,0.07002116919068556,normal_delay,1
17.0,614.1,0.027682787819573357,normal_delay,1
13.0,614.1,0.0211691906855561,normal_delay,1
0.0,589.53,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,610.17,0.0,normal_delay,1
7.0,614.1,0.011398794984530206,normal_delay,1
0.0,610.17,0.0,normal_delay,1
0.0,796.16,0.0,normal_delay,1
7.0,614.1,0.011398794984530206,normal_delay,1
4.0,614.1,0.006513597134017261,normal_delay,1
9.0,614.1,0.014655593551538837,normal_delay,1
0.0,614.1,0.0,normal_delay,1
0.0,614.1,0.0,normal_delay,1
34.0,1497.6,0.022702991452991456,normal_delay,1
