waitingTime,routeLength,normalWaiting,fitness,run
1.0,272.5,0.003669724770642202,normal_delay,3
0.0,272.5,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,247.93,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,610.17,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,589.53,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,610.17,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,796.16,0.0,normal_delay,3
0.0,837.44,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
9.0,614.1,0.014655593551538837,normal_delay,3
11.0,614.1,0.017912392118547466,normal_delay,3
6.0,614.1,0.009770395701025891,normal_delay,3
0.0,610.17,0.0,normal_delay,3
20.0,614.1,0.03256798567008631,normal_delay,3
0.0,614.1,0.0,normal_delay,3
2.0,614.1,0.0032567985670086306,normal_delay,3
0.0,589.53,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
8.0,614.1,0.013027194268034522,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,589.53,0.0,normal_delay,3
28.0,443.3,0.06316264380780509,normal_delay,3
0.0,610.17,0.0,normal_delay,3
1.0,443.3,0.0022558087074216106,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
26.0,614.1,0.0423383813711122,normal_delay,3
0.0,971.96,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,247.93,0.0,normal_delay,3
37.0,614.1,0.06025077348965966,normal_delay,3
18.0,614.1,0.029311187103077674,normal_delay,3
0.0,589.53,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,996.53,0.0,normal_delay,3
21.0,614.1,0.03419638495359062,normal_delay,3
0.0,614.1,0.0,normal_delay,3
14.0,272.5,0.05137614678899083,normal_delay,3
28.0,614.1,0.045595179938120824,normal_delay,3
15.0,614.1,0.024425989252564728,normal_delay,3
29.0,272.5,0.10642201834862386,normal_delay,3
23.0,272.5,0.08440366972477065,normal_delay,3
0.0,992.6,0.0,normal_delay,3
31.0,443.3,0.06993006993006994,normal_delay,3
1.0,614.1,0.0016283992835043153,normal_delay,3
0.0,614.1,0.0,normal_delay,3
2.0,272.5,0.007339449541284404,normal_delay,3
0.0,614.1,0.0,normal_delay,3
4.0,272.5,0.014678899082568808,normal_delay,3
0.0,1017.17,0.0,normal_delay,3
0.0,268.57,0.0,normal_delay,3
0.0,247.93,0.0,normal_delay,3
17.0,610.17,0.02786108789353787,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,272.5,0.0,normal_delay,3
0.0,1268.96,0.0,normal_delay,3
0.0,796.16,0.0,normal_delay,3
0.0,971.96,0.0,normal_delay,3
0.0,610.17,0.0,normal_delay,3
0.0,614.1,0.0,normal_delay,3
4.0,841.37,0.0047541509680639905,normal_delay,3
45.0,614.1,0.07327796775769418,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,272.5,0.0,normal_delay,3
0.0,971.96,0.0,normal_delay,3
37.0,614.1,0.06025077348965966,normal_delay,3
0.0,589.53,0.0,normal_delay,3
34.0,614.1,0.055365575639146715,normal_delay,3
55.0,614.1,0.08956196059273734,normal_delay,3
55.0,614.1,0.08956196059273734,normal_delay,3
25.0,614.1,0.04070998208760788,normal_delay,3
0.0,899.0,0.0,normal_delay,3
12.0,614.1,0.019540791402051783,normal_delay,3
0.0,247.93,0.0,normal_delay,3
23.0,1032.6,0.022273871779972886,normal_delay,3
22.0,614.1,0.03582478423709493,normal_delay,3
42.0,614.1,0.06839276990718124,normal_delay,3
0.0,614.1,0.0,normal_delay,3
13.0,614.1,0.0211691906855561,normal_delay,3
19.0,610.17,0.03113886293983644,normal_delay,3
0.0,589.53,0.0,normal_delay,3
13.0,610.17,0.021305537800940723,normal_delay,3
0.0,614.1,0.0,normal_delay,3
42.0,614.1,0.06839276990718124,normal_delay,3
0.0,614.1,0.0,normal_delay,3
0.0,992.6,0.0,normal_delay,3
