waitingTime,routeLength,normalWaiting,fitness,run
0.0,247.93,0.0,delay,3
0.0,614.1,0.0,delay,3
1.0,614.1,0.0016283992835043153,delay,3
0.0,610.17,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
1.0,614.1,0.0016283992835043153,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,589.53,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,610.17,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,796.16,0.0,delay,3
17.0,614.1,0.027682787819573357,delay,3
0.0,614.1,0.0,delay,3
5.0,614.1,0.008141996417521577,delay,3
0.0,614.1,0.0,delay,3
0.0,614.1,0.0,delay,3
0.0,610.17,0.0,delay,3
47.0,272.5,0.1724770642201835,delay,3
33.0,272.5,0.12110091743119267,delay,3
0.0,443.3,0.0,delay,3
5.0,272.5,0.01834862385321101,delay,3
0.0,272.5,0.0,delay,3
22.0,614.1,0.03582478423709493,delay,3
10.0,614.1,0.016283992835043153,delay,3
0.0,589.53,0.0,delay,3
10.0,272.5,0.03669724770642202,delay,3
23.0,443.3,0.05188360027069704,delay,3
23.0,614.1,0.03745318352059925,delay,3
5.0,614.1,0.008141996417521577,delay,3
0.0,614.1,0.0,delay,3
0.0,589.53,0.0,delay,3
21.0,614.1,0.03419638495359062,delay,3
0.0,996.53,0.0,delay,3
31.0,614.1,0.05048037778863377,delay,3
0.0,1032.6,0.0,delay,3
0.0,614.1,0.0,delay,3
11.0,614.1,0.017912392118547466,delay,3
17.0,614.1,0.027682787819573357,delay,3
0.0,614.1,0.0,delay,3
22.0,614.1,0.03582478423709493,delay,3
8.0,614.1,0.013027194268034522,delay,3
0.0,614.1,0.0,delay,3
0.0,971.96,0.0,delay,3
0.0,614.1,0.0,delay,3
25.0,443.3,0.05639521768554027,delay,3
0.0,589.53,0.0,delay,3
0.0,247.93,0.0,delay,3
10.0,610.17,0.016388875231492864,delay,3
0.0,1050.6,0.0,delay,3
0.0,268.57,0.0,delay,3
0.0,247.93,0.0,delay,3
0.0,1268.96,0.0,delay,3
3.0,841.37,0.0035656132260479933,delay,3
0.0,796.16,0.0,delay,3
5.0,841.37,0.0059426887100799885,delay,3
35.0,614.1,0.056993974922651035,delay,3
31.0,614.1,0.05048037778863377,delay,3
5.0,841.37,0.0059426887100799885,delay,3
0.0,971.96,0.0,delay,3
11.0,841.37,0.013073915162175974,delay,3
28.0,614.1,0.045595179938120824,delay,3
