delay,normal_delay,max_normal_delay,gen,chrom,fitness,run
957190.0,0.07697608084678353,0.9886859040896824,0,0,normal_delay,3
462062.0,0.04379862117168367,0.344954128440367,1,0,normal_delay,3
462062.0,0.04379862117168367,0.344954128440367,2,0,normal_delay,3
462062.0,0.04379862117168367,0.344954128440367,3,0,normal_delay,3
441803.0,0.04226284343450995,0.28298022861823735,4,0,normal_delay,3
437888.0,0.041967256578428064,0.32021446922590013,5,0,normal_delay,3
391383.0,0.040845036016906276,0.5137614678899083,6,0,normal_delay,3
388225.0,0.03849829515388256,0.3522935779816514,7,0,normal_delay,3
369423.0,0.03661109849904892,0.344954128440367,8,0,normal_delay,3
365133.0,0.035525271598327524,0.36489555795509554,9,0,normal_delay,3
348105.0,0.033860077983287766,0.27889908256880735,10,0,normal_delay,3
348105.0,0.033860077983287766,0.27889908256880735,11,0,normal_delay,3
344061.0,0.033572859003672184,0.24220183486238533,12,0,normal_delay,3
336027.0,0.03187987925303231,0.24202256394980826,13,0,normal_delay,3
331342.0,0.03113224083283868,0.31276762110436757,14,0,normal_delay,3
321375.0,0.03103341977404265,0.27155963302752295,15,0,normal_delay,3
321584.0,0.02974071461294746,0.25688073394495414,16,0,normal_delay,3
326667.0,0.029229543288526987,0.26422018348623855,17,0,normal_delay,3
307554.0,0.028245329170761405,0.2308522917675094,18,0,normal_delay,3
307554.0,0.028245329170761405,0.2308522917675094,19,0,normal_delay,3
310932.0,0.027954648894836957,0.20478832334214545,20,0,normal_delay,3
279727.0,0.026641299414017817,0.2308522917675094,21,0,normal_delay,3
279727.0,0.026641299414017817,0.2308522917675094,22,0,normal_delay,3
285952.0,0.025958379147078936,0.21651376146788992,23,0,normal_delay,3
274319.0,0.025684077681774477,0.22752293577981653,24,0,normal_delay,3
285158.0,0.025082462412475744,0.22018348623853212,25,0,normal_delay,3
285158.0,0.025082462412475744,0.22018348623853212,26,0,normal_delay,3
262985.0,0.024612385749275587,0.23119266055045873,27,0,normal_delay,3
265230.0,0.02433598927386508,0.21284403669724772,28,0,normal_delay,3
266339.0,0.024079207154477547,0.1908256880733945,29,0,normal_delay,3
269463.0,0.023877033378368252,0.1944954128440367,30,0,normal_delay,3
248876.0,0.022328515477830626,0.1944954128440367,31,0,normal_delay,3
248876.0,0.022328515477830626,0.1944954128440367,32,0,normal_delay,3
248876.0,0.022328515477830626,0.1944954128440367,33,0,normal_delay,3
248876.0,0.022328515477830626,0.1944954128440367,34,0,normal_delay,3
250260.0,0.022129831087261864,0.1898946270990803,35,0,normal_delay,3
244270.0,0.021125678358991616,0.1614678899082569,36,0,normal_delay,3
244270.0,0.021125678358991616,0.1614678899082569,37,0,normal_delay,3
244270.0,0.021125678358991616,0.1614678899082569,38,0,normal_delay,3
244270.0,0.021125678358991616,0.1614678899082569,39,0,normal_delay,3
220011.0,0.019966113060763138,0.1688073394495413,40,0,normal_delay,3
220011.0,0.019966113060763138,0.1688073394495413,41,0,normal_delay,3
220011.0,0.019966113060763138,0.1688073394495413,42,0,normal_delay,3
220011.0,0.019966113060763138,0.1688073394495413,43,0,normal_delay,3
222854.0,0.01994341489125244,0.1688073394495413,44,0,normal_delay,3
219703.0,0.019680545153234055,0.1724770642201835,45,0,normal_delay,3
211289.0,0.019368258725360618,0.1614678899082569,46,0,normal_delay,3
211289.0,0.019368258725360618,0.1614678899082569,47,0,normal_delay,3
211289.0,0.019368258725360618,0.1614678899082569,48,0,normal_delay,3
211289.0,0.019368258725360618,0.1614678899082569,49,0,normal_delay,3
212504.0,0.019345176743589775,0.1614678899082569,50,0,normal_delay,3
