delay,normal_delay,max_normal_delay,gen,chrom,fitness,run
588123.0,0.062010201490620254,0.4990825688073395,0,0,normal_delay,1
467907.0,0.04985525180755937,0.44770642201834865,1,0,normal_delay,1
446477.0,0.044951273036943816,0.42935779816513764,2,0,normal_delay,1
414574.0,0.043607985264946796,0.28623853211009176,3,0,normal_delay,1
407483.0,0.04125306394246324,0.3669724770642202,4,0,normal_delay,1
405211.0,0.04081234710324017,0.3376146788990826,5,0,normal_delay,1
405211.0,0.04081234710324017,0.3376146788990826,6,0,normal_delay,1
387807.0,0.03943045821758131,0.30458715596330277,7,0,normal_delay,1
375091.0,0.037117877378408486,0.3486238532110092,8,0,normal_delay,1
352497.0,0.03580503213514377,0.3155963302752294,9,0,normal_delay,1
358222.0,0.03545684018523492,0.24587155963302754,10,0,normal_delay,1
352654.0,0.03478689374090294,0.30825688073394497,11,0,normal_delay,1
347862.0,0.034748707656700024,0.25688073394495414,12,0,normal_delay,1
352331.0,0.03345773182947869,0.21968201958521055,13,0,normal_delay,1
325822.0,0.03304279899930056,0.326605504587156,14,0,normal_delay,1
313710.0,0.031351739844448355,0.30825688073394497,15,0,normal_delay,1
323018.0,0.031011209605254716,0.20527859237536655,16,0,normal_delay,1
321858.0,0.03049103814463312,0.20478832334214545,17,0,normal_delay,1
321858.0,0.03049103814463312,0.20478832334214545,18,0,normal_delay,1
312560.0,0.030408323008064963,0.24954128440366974,19,0,normal_delay,1
307518.0,0.028897236168770307,0.2018348623853211,20,0,normal_delay,1
307518.0,0.028897236168770307,0.2018348623853211,21,0,normal_delay,1
304404.0,0.028299650426445753,0.26422018348623855,22,0,normal_delay,1
285490.0,0.0276938555290084,0.30091743119266057,23,0,normal_delay,1
300559.0,0.0269058954183704,0.20478832334214545,24,0,normal_delay,1
284524.0,0.026743949806633013,0.1908256880733945,25,0,normal_delay,1
281861.0,0.0264724073399134,0.20550458715596331,26,0,normal_delay,1
271831.0,0.02560642051291617,0.26055045871559634,27,0,normal_delay,1
264863.0,0.02493736235093141,0.21651376146788992,28,0,normal_delay,1
264863.0,0.02493736235093141,0.21651376146788992,29,0,normal_delay,1
265563.0,0.02473619911811178,0.22018348623853212,30,0,normal_delay,1
263246.0,0.0235216084273845,0.1944954128440367,31,0,normal_delay,1
263246.0,0.0235216084273845,0.1944954128440367,32,0,normal_delay,1
263246.0,0.0235216084273845,0.1944954128440367,33,0,normal_delay,1
263246.0,0.0235216084273845,0.1944954128440367,34,0,normal_delay,1
247755.0,0.022200190925044255,0.1724770642201835,35,0,normal_delay,1
247755.0,0.022200190925044255,0.1724770642201835,36,0,normal_delay,1
247755.0,0.022200190925044255,0.1724770642201835,37,0,normal_delay,1
247755.0,0.022200190925044255,0.1724770642201835,38,0,normal_delay,1
238393.0,0.021691041519071468,0.18617120303831403,39,0,normal_delay,1
238393.0,0.021691041519071468,0.18617120303831403,40,0,normal_delay,1
238393.0,0.021691041519071468,0.18617120303831403,41,0,normal_delay,1
238393.0,0.021691041519071468,0.18617120303831403,42,0,normal_delay,1
239414.0,0.021457554697527567,0.1871559633027523,43,0,normal_delay,1
240898.0,0.021222079079630855,0.1724770642201835,44,0,normal_delay,1
241095.0,0.021158884070776703,0.1614678899082569,45,0,normal_delay,1
227772.0,0.020753831084489836,0.1834862385321101,46,0,normal_delay,1
227772.0,0.020753831084489836,0.1834862385321101,47,0,normal_delay,1
242697.0,0.02053889435558772,0.14437175727498308,48,0,normal_delay,1
232311.0,0.02042314590547077,0.1577981651376147,49,0,normal_delay,1
223152.0,0.020329875264924985,0.1798165137614679,50,0,normal_delay,1
