delay,normal_delay,max_normal_delay,gen,chrom,fitness,run
1125403.0,0.11473925676514021,1.4500316096856092,0,0,delay,3
470802.0,0.04671096081396915,0.3706422018348624,1,0,delay,3
451581.0,0.049638281231767015,0.5487705585409542,2,0,delay,3
408783.0,0.04359632985779318,0.381651376146789,3,0,delay,3
387271.0,0.04342521092244013,0.41467889908256883,4,0,delay,3
387271.0,0.04342521092244013,0.41467889908256883,5,0,delay,3
378601.0,0.03887959631410549,0.3559633027522936,6,0,delay,3
378601.0,0.03887959631410549,0.3559633027522936,7,0,delay,3
378601.0,0.03887959631410549,0.3559633027522936,8,0,delay,3
352932.0,0.03516335834422804,0.30091743119266057,9,0,delay,3
345725.0,0.03636616947424078,0.3779816513761468,10,0,delay,3
345621.0,0.03745124798908812,0.3743119266055046,11,0,delay,3
341582.0,0.03613754414439931,0.44403669724770645,12,0,delay,3
329196.0,0.03538715871934962,0.44036697247706424,13,0,delay,3
329196.0,0.03538715871934962,0.44036697247706424,14,0,delay,3
311258.0,0.03232530674725955,0.3779816513761468,15,0,delay,3
310865.0,0.03383324857720493,0.3706422018348624,16,0,delay,3
301505.0,0.03216229786278797,0.4073394495412844,17,0,delay,3
295990.0,0.030841256085366166,0.3119266055045872,18,0,delay,3
295990.0,0.030841256085366166,0.3119266055045872,19,0,delay,3
282348.0,0.02997490295217009,0.24587155963302754,20,0,delay,3
282348.0,0.02997490295217009,0.24587155963302754,21,0,delay,3
277763.0,0.030576291248084714,0.24954128440366974,22,0,delay,3
277763.0,0.030576291248084714,0.24954128440366974,23,0,delay,3
269839.0,0.029223476587187745,0.28623853211009176,24,0,delay,3
266557.0,0.030529057855710067,0.3779816513761468,25,0,delay,3
257762.0,0.02836099206547569,0.381651376146789,26,0,delay,3
256520.0,0.027743194388845635,0.3192660550458716,27,0,delay,3
254962.0,0.02743895868859108,0.23119266055045873,28,0,delay,3
246677.0,0.026722259693915614,0.3155963302752294,29,0,delay,3
246677.0,0.026722259693915614,0.3155963302752294,30,0,delay,3
241973.0,0.026508856256447288,0.28990825688073396,31,0,delay,3
241973.0,0.026508856256447288,0.28990825688073396,32,0,delay,3
237398.0,0.02606563464946388,0.28990825688073396,33,0,delay,3
230978.0,0.025989002561216324,0.3706422018348624,34,0,delay,3
230978.0,0.025989002561216324,0.3706422018348624,35,0,delay,3
228980.0,0.025410169606369784,0.27155963302752295,36,0,delay,3
226809.0,0.02496706387920422,0.24220183486238533,37,0,delay,3
224821.0,0.024878788523473437,0.28990825688073396,38,0,delay,3
223782.0,0.02525399694766647,0.29357798165137616,39,0,delay,3
222915.0,0.024619693703130805,0.21651376146788992,40,0,delay,3
217900.0,0.023541635738999953,0.28256880733944956,41,0,delay,3
217744.0,0.023479979690415344,0.21284403669724772,42,0,delay,3
210891.0,0.023194071923515615,0.23119266055045873,43,0,delay,3
210891.0,0.023194071923515615,0.23119266055045873,44,0,delay,3
205573.0,0.022318463683913204,0.2018348623853211,45,0,delay,3
205573.0,0.022318463683913204,0.2018348623853211,46,0,delay,3
204331.0,0.02238065359046291,0.24954128440366974,47,0,delay,3
201952.0,0.022529314035271756,0.23486238532110093,48,0,delay,3
199486.0,0.02202417982639299,0.22385321100917432,49,0,delay,3
199486.0,0.02202417982639299,0.22385321100917432,50,0,delay,3
